0 3 16 0 1 17 4 1 1 1	0 3 17 0 1 1 4 19 1 1	0 3 18 0 0 0 0 0 0 0	0 3 19 0 0 0 0 0 0 0	0 3 20 0 0 0 0 0 0 0	0 4 16 8 1 17 1 1 1 30	17 4 17 33 1 1 1 3 1 1	17 4 18 33 0 0 0 0 0 0	17 4 19 33 0 0 0 0 0 0	0 4 20 2 1 1 1 16 1 30	0 5 16 8 0 0 0 0 0 0	0 5 20 2 0 0 0 0 0 0	0 6 16 8 0 0 0 0 0 0	24 6 17 20 1 1 1 3 1 1	24 6 18 20 0 0 0 0 0 0	24 6 19 20 0 0 0 0 0 0	0 6 20 2 0 0 0 0 0 0	0 7 16 0 0 0 0 0 0 0	0 7 17 0 1 1 1 19 1 27	0 7 18 0 0 0 0 0 0 0	0 7 19 0 0 0 0 0 0 0	0 7 20 0 0 0 0 0 0 0	
0 2 16 0 1 17 3 1 1 1	0 2 17 0 1 1 3 19 1 1	0 2 18 0 0 0 0 0 0 0	0 2 19 0 0 0 0 0 0 0	0 2 20 0 0 0 0 0 0 0	0 3 16 8 1 17 1 1 1 31	17 3 17 33 1 1 1 3 1 1	17 3 18 33 0 0 0 0 0 0	17 3 19 33 0 0 0 0 0 0	0 3 20 2 1 1 1 16 1 31	0 4 16 8 0 0 0 0 0 0	0 4 20 2 0 0 0 0 0 0	0 5 16 8 0 0 0 0 0 0	24 5 17 20 1 1 1 3 1 1	24 5 18 20 0 0 0 0 0 0	24 5 19 20 0 0 0 0 0 0	0 5 20 2 0 0 0 0 0 0	0 6 16 0 0 0 0 0 0 0	0 6 17 0 1 1 1 19 1 28	0 6 18 0 0 0 0 0 0 0	0 6 19 0 0 0 0 0 0 0	0 6 20 0 0 0 0 0 0 0	
0 1 16 0 1 17 2 1 1 1	0 1 17 0 1 1 2 19 1 1	0 1 18 0 0 0 0 0 0 0	0 1 19 0 0 0 0 0 0 0	0 1 20 0 0 0 0 0 0 0	0 2 16 8 1 17 1 1 1 32	17 2 17 33 1 1 1 3 1 1	17 2 18 33 0 0 0 0 0 0	17 2 19 33 0 0 0 0 0 0	0 2 20 2 1 1 1 16 1 32	0 3 16 8 0 0 0 0 0 0	0 3 20 2 0 0 0 0 0 0	0 4 16 8 0 0 0 0 0 0	24 4 17 20 1 1 1 3 1 1	24 4 18 20 0 0 0 0 0 0	24 4 19 20 0 0 0 0 0 0	0 4 20 2 0 0 0 0 0 0	0 5 16 0 0 0 0 0 0 0	0 5 17 0 1 1 1 19 1 29	0 5 18 0 0 0 0 0 0 0	0 5 19 0 0 0 0 0 0 0	0 5 20 0 0 0 0 0 0 0	
0 0 16 4 1 17 1 1 1 34	0 0 17 4 1 1 1 19 1 1	0 0 18 4 0 0 0 0 0 0	0 0 19 4 0 0 0 0 0 0	0 0 20 4 0 0 0 0 0 0	0 1 16 8 0 0 0 0 0 0	17 1 17 33 1 1 1 3 1 1	17 1 18 33 0 0 0 0 0 0	17 1 19 33 0 0 0 0 0 0	0 1 20 2 1 1 1 16 1 33	0 2 16 8 0 0 0 0 0 0	0 2 20 2 0 0 0 0 0 0	0 3 16 8 0 0 0 0 0 0	24 3 17 20 1 1 1 3 1 1	24 3 18 20 0 0 0 0 0 0	24 3 19 20 0 0 0 0 0 0	0 3 20 2 0 0 0 0 0 0	0 4 16 0 0 0 0 0 0 0	0 4 17 0 1 1 1 19 1 30	0 4 18 0 0 0 0 0 0 0	0 4 19 0 0 0 0 0 0 0	0 4 20 0 0 0 0 0 0 0	
0 0 16 12 1 17 1 1 1 33	17 0 17 37 1 1 1 3 1 1	17 0 18 37 0 0 0 0 0 0	17 0 19 37 0 0 0 0 0 0	0 0 20 6 1 1 1 16 1 33	0 1 16 8 0 0 0 0 0 0	0 1 20 2 0 0 0 0 0 0	0 2 16 8 0 0 0 0 0 0	24 2 17 20 1 1 1 3 1 1	24 2 18 20 0 0 0 0 0 0	24 2 19 20 0 0 0 0 0 0	0 2 20 2 0 0 0 0 0 0	0 3 16 0 0 0 0 0 0 0	0 3 17 0 1 1 1 19 1 30	0 3 18 0 0 0 0 0 0 0	0 3 19 0 0 0 0 0 0 0	0 3 20 0 0 0 0 0 0 0	0 33 16 32 1 17 30 1 1 1	0 33 17 32 1 1 30 19 1 1	0 33 18 32 0 0 0 0 0 0	0 33 19 32 0 0 0 0 0 0	0 33 20 32 0 0 0 0 0 0	
0 0 16 12 1 17 1 1 1 32	0 0 20 6 1 1 1 16 1 32	0 1 16 8 0 0 0 0 0 0	24 1 17 20 1 1 1 3 1 1	24 1 18 20 0 0 0 0 0 0	24 1 19 20 0 0 0 0 0 0	0 1 20 2 0 0 0 0 0 0	0 2 16 0 0 0 0 0 0 0	0 2 17 0 1 1 1 19 1 30	0 2 18 0 0 0 0 0 0 0	0 2 19 0 0 0 0 0 0 0	0 2 20 0 0 0 0 0 0 0	0 32 16 0 0 0 0 0 0 0	0 32 17 0 1 1 30 19 1 1	0 32 18 0 0 0 0 0 0 0	0 32 19 0 0 0 0 0 0 0	0 32 20 0 0 0 0 0 0 0	0 33 16 40 1 17 31 1 1 1	17 33 17 33 1 1 1 3 1 1	17 33 18 33 0 0 0 0 0 0	17 33 19 33 0 0 0 0 0 0	0 33 20 34 1 1 31 16 1 1	
0 0 16 12 1 17 1 1 1 31	24 0 17 20 1 1 1 3 1 1	24 0 18 20 0 0 0 0 0 0	24 0 19 20 0 0 0 0 0 0	0 0 20 6 1 1 1 16 1 31	0 1 16 0 0 0 0 0 0 0	0 1 17 0 1 1 1 19 1 30	0 1 18 0 0 0 0 0 0 0	0 1 19 0 0 0 0 0 0 0	0 1 20 0 0 0 0 0 0 0	0 31 16 0 1 17 30 1 1 1	0 31 17 1 1 1 30 19 1 1	0 31 18 1 0 0 0 0 0 0	0 31 19 1 0 0 0 0 0 0	0 31 20 0 0 0 0 0 0 0	0 32 16 8 1 17 1 1 1 2	17 32 17 33 1 1 1 3 1 1	17 32 18 33 0 0 0 0 0 0	17 32 19 33 0 0 0 0 0 0	0 32 20 2 1 1 1 16 1 2	0 33 16 40 0 0 0 0 0 0	0 33 20 34 0 0 0 0 0 0	
0 0 16 4 1 17 1 1 1 30	0 0 17 4 1 1 1 19 1 30	0 0 18 4 0 0 0 0 0 0	0 0 19 4 0 0 0 0 0 0	0 0 20 4 0 0 0 0 0 0	0 30 16 0 1 17 30 1 1 1	0 30 17 0 1 1 30 19 1 1	0 30 18 0 0 0 0 0 0 0	0 30 19 0 0 0 0 0 0 0	0 30 20 0 0 0 0 0 0 0	0 31 16 8 1 17 1 1 1 3	20 31 17 48 1 1 1 3 1 1	20 31 18 48 0 0 0 0 0 0	20 31 19 48 0 0 0 0 0 0	0 31 20 2 1 1 1 16 1 3	0 32 16 8 0 0 0 0 0 0	0 32 20 2 0 0 0 0 0 0	0 33 16 40 0 0 0 0 0 0	18 33 17 53 1 1 1 3 1 1	18 33 18 53 0 0 0 0 0 0	18 33 19 53 0 0 0 0 0 0	0 33 20 34 0 0 0 0 0 0	
0 0 16 12 1 17 1 1 1 31	18 0 17 5 1 1 1 3 1 1	18 0 18 5 0 0 0 0 0 0	18 0 19 5 0 0 0 0 0 0	0 0 20 6 1 1 1 16 1 31	0 1 16 0 0 0 0 0 0 0	0 1 17 0 1 1 1 19 1 30	0 1 18 0 0 0 0 0 0 0	0 1 19 0 0 0 0 0 0 0	0 1 20 0 0 0 0 0 0 0	0 31 16 0 1 17 30 1 1 1	0 31 17 0 1 1 30 19 1 1	0 31 18 0 0 0 0 0 0 0	0 31 19 0 0 0 0 0 0 0	0 31 20 0 0 0 0 0 0 0	0 32 16 8 1 17 1 1 1 2	20 32 17 48 1 1 1 3 1 1	20 32 18 48 0 0 0 0 0 0	20 32 19 48 0 0 0 0 0 0	0 32 20 2 1 1 1 16 1 2	0 33 16 40 0 0 0 0 0 0	0 33 20 34 0 0 0 0 0 0	
0 0 16 12 1 17 1 1 1 32	0 0 20 6 1 1 1 16 1 32	0 1 16 8 0 0 0 0 0 0	18 1 17 5 1 1 1 3 1 1	18 1 18 5 0 0 0 0 0 0	18 1 19 5 0 0 0 0 0 0	0 1 20 2 0 0 0 0 0 0	0 2 16 0 0 0 0 0 0 0	0 2 17 0 1 1 1 19 1 30	0 2 18 0 0 0 0 0 0 0	0 2 19 0 0 0 0 0 0 0	0 2 20 0 0 0 0 0 0 0	0 32 16 0 0 0 0 0 0 0	0 32 17 0 1 1 30 19 1 1	0 32 18 0 0 0 0 0 0 0	0 32 19 0 0 0 0 0 0 0	0 32 20 0 0 0 0 0 0 0	0 33 16 40 1 17 31 1 1 1	20 33 17 48 1 1 1 3 1 1	20 33 18 48 0 0 0 0 0 0	20 33 19 48 0 0 0 0 0 0	0 33 20 34 1 1 31 16 1 1	
0 0 16 12 1 17 1 1 1 33	20 0 17 52 1 1 1 3 1 1	20 0 18 52 0 0 0 0 0 0	20 0 19 52 0 0 0 0 0 0	0 0 20 6 1 1 1 16 1 33	0 1 16 8 0 0 0 0 0 0	0 1 20 2 0 0 0 0 0 0	0 2 16 8 0 0 0 0 0 0	18 2 17 5 1 1 1 3 1 1	18 2 18 5 0 0 0 0 0 0	18 2 19 5 0 0 0 0 0 0	0 2 20 2 0 0 0 0 0 0	0 3 16 0 0 0 0 0 0 0	0 3 17 0 1 1 1 19 1 30	0 3 18 0 0 0 0 0 0 0	0 3 19 0 0 0 0 0 0 0	0 3 20 0 0 0 0 0 0 0	0 33 16 32 1 17 30 1 1 1	0 33 17 32 1 1 30 19 1 1	0 33 18 32 0 0 0 0 0 0	0 33 19 32 0 0 0 0 0 0	0 33 20 32 0 0 0 0 0 0	
0 0 16 4 1 17 1 1 1 34	0 0 17 4 1 1 1 19 1 1	0 0 18 4 0 0 0 0 0 0	0 0 19 4 0 0 0 0 0 0	0 0 20 4 0 0 0 0 0 0	0 1 16 8 0 0 0 0 0 0	20 1 17 48 1 1 1 3 1 1	20 1 18 48 0 0 0 0 0 0	20 1 19 48 0 0 0 0 0 0	0 1 20 2 1 1 1 16 1 33	0 2 16 8 0 0 0 0 0 0	0 2 20 2 0 0 0 0 0 0	0 3 16 8 0 0 0 0 0 0	18 3 17 5 1 1 1 3 1 1	18 3 18 5 0 0 0 0 0 0	18 3 19 5 0 0 0 0 0 0	0 3 20 2 0 0 0 0 0 0	0 4 16 0 0 0 0 0 0 0	0 4 17 0 1 1 1 19 1 30	0 4 18 0 0 0 0 0 0 0	0 4 19 0 0 0 0 0 0 0	0 4 20 0 0 0 0 0 0 0	
0 1 16 0 1 17 2 1 1 1	0 1 17 0 1 1 2 19 1 1	0 1 18 0 0 0 0 0 0 0	0 1 19 0 0 0 0 0 0 0	0 1 20 0 0 0 0 0 0 0	0 2 16 8 1 17 1 1 1 32	20 2 17 48 1 1 1 3 1 1	20 2 18 48 0 0 0 0 0 0	20 2 19 48 0 0 0 0 0 0	0 2 20 2 1 1 1 16 1 32	0 3 16 8 0 0 0 0 0 0	0 3 20 2 0 0 0 0 0 0	0 4 16 8 0 0 0 0 0 0	18 4 17 5 1 1 1 3 1 1	18 4 18 5 0 0 0 0 0 0	18 4 19 5 0 0 0 0 0 0	0 4 20 2 0 0 0 0 0 0	0 5 16 0 0 0 0 0 0 0	0 5 17 0 1 1 1 19 1 29	0 5 18 0 0 0 0 0 0 0	0 5 19 0 0 0 0 0 0 0	0 5 20 0 0 0 0 0 0 0	
0 2 16 0 1 17 3 1 1 1	0 2 17 0 1 1 3 19 1 1	0 2 18 0 0 0 0 0 0 0	0 2 19 0 0 0 0 0 0 0	0 2 20 0 0 0 0 0 0 0	0 3 16 8 1 17 1 1 1 31	20 3 17 48 1 1 1 3 1 1	20 3 18 48 0 0 0 0 0 0	20 3 19 48 0 0 0 0 0 0	0 3 20 2 1 1 1 16 1 31	0 4 16 8 0 0 0 0 0 0	0 4 20 2 0 0 0 0 0 0	0 5 16 8 0 0 0 0 0 0	18 5 17 5 1 1 1 3 1 1	18 5 18 5 0 0 0 0 0 0	18 5 19 5 0 0 0 0 0 0	0 5 20 2 0 0 0 0 0 0	0 6 16 0 0 0 0 0 0 0	0 6 17 0 1 1 1 19 1 28	0 6 18 0 0 0 0 0 0 0	0 6 19 0 0 0 0 0 0 0	0 6 20 0 0 0 0 0 0 0	
0 3 16 0 1 17 4 1 1 1	0 3 17 0 1 1 4 19 1 1	0 3 18 0 0 0 0 0 0 0	0 3 19 0 0 0 0 0 0 0	0 3 20 0 0 0 0 0 0 0	0 4 16 8 1 17 1 1 1 30	20 4 17 48 1 1 1 3 1 1	20 4 18 48 0 0 0 0 0 0	20 4 19 48 0 0 0 0 0 0	0 4 20 2 1 1 1 16 1 30	0 5 16 8 0 0 0 0 0 0	0 5 20 2 0 0 0 0 0 0	0 6 16 8 0 0 0 0 0 0	18 6 17 5 1 1 1 3 1 1	18 6 18 5 0 0 0 0 0 0	18 6 19 5 0 0 0 0 0 0	0 6 20 2 0 0 0 0 0 0	0 7 16 0 0 0 0 0 0 0	0 7 17 0 1 1 1 19 1 27	0 7 18 0 0 0 0 0 0 0	0 7 19 0 0 0 0 0 0 0	0 7 20 0 0 0 0 0 0 0	
0 4 16 0 1 17 5 1 1 1	0 4 17 0 1 1 5 19 1 1	0 4 18 0 0 0 0 0 0 0	0 4 19 0 0 0 0 0 0 0	0 4 20 0 0 0 0 0 0 0	0 5 16 8 1 17 1 1 1 29	20 5 17 48 1 1 1 3 1 1	20 5 18 48 0 0 0 0 0 0	20 5 19 48 0 0 0 0 0 0	0 5 20 2 1 1 1 16 1 29	0 6 16 8 0 0 0 0 0 0	0 6 20 2 0 0 0 0 0 0	0 7 16 8 0 0 0 0 0 0	18 7 17 5 1 1 1 3 1 1	18 7 18 5 0 0 0 0 0 0	18 7 19 5 0 0 0 0 0 0	0 7 20 2 0 0 0 0 0 0	0 8 16 0 0 0 0 0 0 0	0 8 17 1 1 1 1 19 1 26	0 8 18 1 0 0 0 0 0 0	0 8 19 1 0 0 0 0 0 0	0 8 20 0 0 0 0 0 0 0	
0 5 16 0 1 17 6 1 1 1	0 5 17 0 1 1 6 19 1 1	0 5 18 0 0 0 0 0 0 0	0 5 19 0 0 0 0 0 0 0	0 5 20 0 0 0 0 0 0 0	0 6 16 8 1 17 1 1 1 28	20 6 17 48 1 1 1 3 1 1	20 6 18 48 0 0 0 0 0 0	20 6 19 48 0 0 0 0 0 0	0 6 20 2 1 1 1 16 1 28	0 7 16 8 0 0 0 0 0 0	0 7 20 2 0 0 0 0 0 0	0 8 16 8 0 0 0 0 0 0	0 8 20 2 0 0 0 0 0 0	0 9 16 0 0 0 0 0 0 0	0 9 17 4 1 1 1 19 1 25	0 9 18 4 0 0 0 0 0 0	0 9 19 4 0 0 0 0 0 0	0 9 20 0 0 0 0 0 0 0	
0 6 16 0 1 17 7 1 1 1	0 6 17 0 1 1 7 19 1 1	0 6 18 0 0 0 0 0 0 0	0 6 19 0 0 0 0 0 0 0	0 6 20 0 0 0 0 0 0 0	0 7 16 8 1 17 1 1 1 27	20 7 17 48 1 1 1 3 1 1	20 7 18 48 0 0 0 0 0 0	20 7 19 48 0 0 0 0 0 0	0 7 20 2 1 1 1 16 1 27	0 8 16 8 0 0 0 0 0 0	0 8 20 2 0 0 0 0 0 0	0 9 16 8 0 0 0 0 0 0	18 9 17 5 1 1 1 3 1 1	18 9 18 5 0 0 0 0 0 0	18 9 19 5 0 0 0 0 0 0	0 9 20 2 0 0 0 0 0 0	0 10 16 0 0 0 0 0 0 0	0 10 17 0 1 1 1 19 1 24	0 10 18 0 0 0 0 0 0 0	0 10 19 0 0 0 0 0 0 0	0 10 20 0 0 0 0 0 0 0	
0 7 16 0 1 17 8 1 1 1	0 7 17 0 1 1 8 19 1 1	0 7 18 0 0 0 0 0 0 0	0 7 19 0 0 0 0 0 0 0	0 7 20 0 0 0 0 0 0 0	0 8 16 8 1 17 1 1 1 26	20 8 17 48 1 1 1 3 1 1	20 8 18 48 0 0 0 0 0 0	20 8 19 48 0 0 0 0 0 0	0 8 20 2 1 1 1 16 1 26	0 9 16 8 0 0 0 0 0 0	0 9 20 2 0 0 0 0 0 0	0 10 16 8 0 0 0 0 0 0	18 10 17 5 1 1 1 3 1 1	18 10 18 5 0 0 0 0 0 0	18 10 19 5 0 0 0 0 0 0	0 10 20 2 0 0 0 0 0 0	0 11 16 0 0 0 0 0 0 0	0 11 17 0 1 1 1 19 1 23	0 11 18 0 0 0 0 0 0 0	0 11 19 0 0 0 0 0 0 0	0 11 20 0 0 0 0 0 0 0	
0 8 16 0 1 17 9 1 1 1	0 8 17 0 1 1 9 19 1 1	0 8 18 0 0 0 0 0 0 0	0 8 19 0 0 0 0 0 0 0	0 8 20 0 0 0 0 0 0 0	0 9 16 8 1 17 1 1 1 25	20 9 17 48 1 1 1 3 1 1	20 9 18 48 0 0 0 0 0 0	20 9 19 48 0 0 0 0 0 0	0 9 20 2 1 1 1 16 1 25	0 10 16 8 0 0 0 0 0 0	0 10 20 2 0 0 0 0 0 0	0 11 16 8 0 0 0 0 0 0	18 11 17 5 1 1 1 3 1 1	18 11 18 5 0 0 0 0 0 0	18 11 19 5 0 0 0 0 0 0	0 11 20 2 0 0 0 0 0 0	0 12 16 0 0 0 0 0 0 0	0 12 17 0 1 1 1 19 1 22	0 12 18 0 0 0 0 0 0 0	0 12 19 0 0 0 0 0 0 0	0 12 20 0 0 0 0 0 0 0	
